"","season","date","team","game_num"
"3258","2006-2007","2006-12-23","ORL",29
"3259","2006-2007","2006-12-23","PHI",26
"3260","2006-2007","2006-12-23","SAS",28
"3261","2006-2007","2006-12-23","TOR",28
"3262","2006-2007","2006-12-23","UTA",28
"3263","2006-2007","2006-12-25","LAL",28
"3264","2006-2007","2006-12-25","MIA",27
"3265","2006-2007","2006-12-26","BOS",26
"3266","2006-2007","2006-12-26","BRK",28
"3267","2006-2007","2006-12-26","CHA",27
"3268","2006-2007","2006-12-26","CHI",28
"3269","2006-2007","2006-12-26","DAL",28
"3270","2006-2007","2006-12-26","DEN",25
"3271","2006-2007","2006-12-26","DET",26
"3272","2006-2007","2006-12-26","GSW",30
"3273","2006-2007","2006-12-26","HOU",28
"3274","2006-2007","2006-12-26","IND",30
"3275","2006-2007","2006-12-26","LAC",27
"3276","2006-2007","2006-12-26","MEM",29
"3277","2006-2007","2006-12-26","MIL",28
"3278","2006-2007","2006-12-26","MIN",25
"3279","2006-2007","2006-12-26","NOH",27
"3280","2006-2007","2006-12-26","OKC",29
"3281","2006-2007","2006-12-26","PHI",27
"3282","2006-2007","2006-12-26","PHO",26
"3283","2006-2007","2006-12-26","POR",28
"3284","2006-2007","2006-12-26","SAS",29
"3285","2006-2007","2006-12-26","UTA",29
"3286","2006-2007","2006-12-26","WAS",27
"3287","2006-2007","2006-12-27","ATL",27
"3288","2006-2007","2006-12-27","BOS",27
"3289","2006-2007","2006-12-27","BRK",29
"3290","2006-2007","2006-12-27","CHA",28
"3291","2006-2007","2006-12-27","CHI",29
"3292","2006-2007","2006-12-27","CLE",27
"3293","2006-2007","2006-12-27","DET",27
"3294","2006-2007","2006-12-27","HOU",29
"3295","2006-2007","2006-12-27","LAC",28
"3296","2006-2007","2006-12-27","LAL",29
"3297","2006-2007","2006-12-27","MEM",30
"3298","2006-2007","2006-12-27","MIA",28
"3299","2006-2007","2006-12-27","MIL",29
"3300","2006-2007","2006-12-27","MIN",26
"3301","2006-2007","2006-12-27","NOH",28
"3302","2006-2007","2006-12-27","NYK",31
"3303","2006-2007","2006-12-27","ORL",30
"3304","2006-2007","2006-12-27","PHI",28
"3305","2006-2007","2006-12-27","POR",29
"3306","2006-2007","2006-12-27","SAC",26
"3307","2006-2007","2006-12-27","TOR",29
"3308","2006-2007","2006-12-27","WAS",28
"3309","2006-2007","2006-12-28","DAL",29
"3310","2006-2007","2006-12-28","DEN",26
"3311","2006-2007","2006-12-28","OKC",30
"3312","2006-2007","2006-12-28","PHO",27
"3313","2006-2007","2006-12-28","SAS",30
"3314","2006-2007","2006-12-28","UTA",30
"3315","2006-2007","2006-12-29","ATL",28
"3316","2006-2007","2006-12-29","BOS",28
"3317","2006-2007","2006-12-29","BRK",30
"3318","2006-2007","2006-12-29","CHA",29
"3319","2006-2007","2006-12-29","CHI",30
"3320","2006-2007","2006-12-29","CLE",28
"3321","2006-2007","2006-12-29","DEN",27
"3322","2006-2007","2006-12-29","DET",28
"3323","2006-2007","2006-12-29","GSW",31
"3324","2006-2007","2006-12-29","HOU",30
"3325","2006-2007","2006-12-29","IND",31
"3326","2006-2007","2006-12-29","LAC",29
"3327","2006-2007","2006-12-29","LAL",30
"3328","2006-2007","2006-12-29","MIA",29
"3329","2006-2007","2006-12-29","MIL",30
"3330","2006-2007","2006-12-29","MIN",27
"3331","2006-2007","2006-12-29","NOH",29
"3332","2006-2007","2006-12-29","NYK",32
"3333","2006-2007","2006-12-29","OKC",31
"3334","2006-2007","2006-12-29","ORL",31
"3335","2006-2007","2006-12-29","PHI",29
"3336","2006-2007","2006-12-29","PHO",28
"3337","2006-2007","2006-12-29","POR",30
"3338","2006-2007","2006-12-29","SAC",27
"3339","2006-2007","2006-12-29","TOR",30
"3340","2006-2007","2006-12-29","WAS",29
"3341","2006-2007","2006-12-30","BRK",31
"3342","2006-2007","2006-12-30","CHA",30
"3343","2006-2007","2006-12-30","CHI",31
"3344","2006-2007","2006-12-30","CLE",29
"3345","2006-2007","2006-12-30","DAL",30
"3346","2006-2007","2006-12-30","GSW",32
"3347","2006-2007","2006-12-30","IND",32
"3348","2006-2007","2006-12-30","MEM",31
"3349","2006-2007","2006-12-30","MIA",30
"3350","2006-2007","2006-12-30","MIL",31
"3351","2006-2007","2006-12-30","MIN",28
"3352","2006-2007","2006-12-30","NOH",30
"3353","2006-2007","2006-12-30","ORL",32
"3354","2006-2007","2006-12-30","POR",31
"3355","2006-2007","2006-12-30","SAC",28
"3356","2006-2007","2006-12-30","TOR",31
"3357","2006-2007","2006-12-30","UTA",31
"3358","2006-2007","2006-12-30","WAS",30
"3359","2006-2007","2006-12-31","ATL",29
"3360","2006-2007","2006-12-31","BOS",29
"3361","2006-2007","2006-12-31","DAL",31
"3362","2006-2007","2006-12-31","DEN",28
"3363","2006-2007","2006-12-31","DET",29
"3364","2006-2007","2006-12-31","HOU",31
"3365","2006-2007","2006-12-31","LAC",30
"3366","2006-2007","2006-12-31","LAL",31
"3367","2006-2007","2006-12-31","MEM",32
"3368","2006-2007","2006-12-31","NYK",33
"3369","2006-2007","2006-12-31","OKC",32
"3370","2006-2007","2006-12-31","PHI",30
"3371","2006-2007","2006-12-31","PHO",29
"3372","2006-2007","2006-12-31","SAS",31
"3373","2006-2007","2007-01-01","BOS",30
"3374","2006-2007","2007-01-01","CHA",31
"3375","2006-2007","2007-01-01","MIN",29
"3376","2006-2007","2007-01-01","POR",32
"3377","2006-2007","2007-01-02","CHI",32
"3378","2006-2007","2007-01-02","CLE",30
"3379","2006-2007","2007-01-02","DAL",32
"3380","2006-2007","2007-01-02","DEN",29
"3381","2006-2007","2007-01-02","GSW",33
"3382","2006-2007","2007-01-02","LAC",31
"3383","2006-2007","2007-01-02","NOH",31
"3384","2006-2007","2007-01-02","NYK",34
"3385","2006-2007","2007-01-02","OKC",33
"3386","2006-2007","2007-01-02","ORL",33
"3387","2006-2007","2007-01-02","PHI",31
"3388","2006-2007","2007-01-02","PHO",30
"3389","2006-2007","2007-01-02","SAC",29
"3390","2006-2007","2007-01-02","SAS",32
"3391","2006-2007","2007-01-03","BOS",31
"3392","2006-2007","2007-01-03","CLE",31
"3393","2006-2007","2007-01-03","GSW",34
"3394","2006-2007","2007-01-03","HOU",32
"3395","2006-2007","2007-01-03","LAC",32
"3396","2006-2007","2007-01-03","MEM",33
"3397","2006-2007","2007-01-03","MIA",31
"3398","2006-2007","2007-01-03","MIL",32
"3399","2006-2007","2007-01-03","MIN",30
"3400","2006-2007","2007-01-03","NYK",35
"3401","2006-2007","2007-01-03","OKC",34
"3402","2006-2007","2007-01-03","PHI",32
"3403","2006-2007","2007-01-03","PHO",31
"3404","2006-2007","2007-01-03","POR",33
"3405","2006-2007","2007-01-03","SAS",33
"3406","2006-2007","2007-01-03","TOR",32
"3407","2006-2007","2007-01-03","UTA",32
"3408","2006-2007","2007-01-03","WAS",31
"3409","2006-2007","2007-01-04","DAL",33
"3410","2006-2007","2007-01-04","DET",30
"3411","2006-2007","2007-01-04","IND",33
"3412","2006-2007","2007-01-04","LAL",32
"3413","2006-2007","2007-01-04","NOH",32
"3414","2006-2007","2007-01-04","SAC",30
"3415","2006-2007","2007-01-05","ATL",30
"3416","2006-2007","2007-01-05","BOS",32
"3417","2006-2007","2007-01-05","BRK",32
"3418","2006-2007","2007-01-05","CHA",32
"3419","2006-2007","2007-01-05","CHI",33
"3420","2006-2007","2007-01-05","CLE",32
"3421","2006-2007","2007-01-05","DAL",34
"3422","2006-2007","2007-01-05","DEN",30
"3423","2006-2007","2007-01-05","HOU",33
"3424","2006-2007","2007-01-05","LAC",33
"3425","2006-2007","2007-01-05","LAL",33
"3426","2006-2007","2007-01-05","MEM",34
"3427","2006-2007","2007-01-05","MIA",32
"3428","2006-2007","2007-01-05","MIL",33
"3429","2006-2007","2007-01-05","MIN",31
"3430","2006-2007","2007-01-05","NYK",36
"3431","2006-2007","2007-01-05","OKC",35
"3432","2006-2007","2007-01-05","ORL",34
"3433","2006-2007","2007-01-05","PHI",33
"3434","2006-2007","2007-01-05","PHO",32
"3435","2006-2007","2007-01-05","SAS",34
"3436","2006-2007","2007-01-05","TOR",33
"3437","2006-2007","2007-01-05","UTA",33
"3438","2006-2007","2007-01-05","WAS",32
"3439","2006-2007","2007-01-06","ATL",31
"3440","2006-2007","2007-01-06","BRK",33
"3441","2006-2007","2007-01-06","CHI",34
"3442","2006-2007","2007-01-06","CLE",33
"3443","2006-2007","2007-01-06","DEN",31
"3444","2006-2007","2007-01-06","DET",31
"3445","2006-2007","2007-01-06","GSW",35
"3446","2006-2007","2007-01-06","IND",34
"3447","2006-2007","2007-01-06","LAC",34
"3448","2006-2007","2007-01-06","NOH",33
"3449","2006-2007","2007-01-06","OKC",36
"3450","2006-2007","2007-01-06","POR",34
"3451","2006-2007","2007-01-06","SAC",31
"3452","2006-2007","2007-01-06","UTA",34
"3453","2006-2007","2007-01-07","BOS",33
"3454","2006-2007","2007-01-07","DAL",35
"3455","2006-2007","2007-01-07","GSW",36
"3456","2006-2007","2007-01-07","HOU",34
"3457","2006-2007","2007-01-07","LAL",34
"3458","2006-2007","2007-01-07","MEM",35
"3459","2006-2007","2007-01-07","MIA",33
"3460","2006-2007","2007-01-07","MIN",32
"3461","2006-2007","2007-01-07","ORL",35
"3462","2006-2007","2007-01-07","PHO",33
"3463","2006-2007","2007-01-07","POR",35
"3464","2006-2007","2007-01-07","SAS",35
"3465","2006-2007","2007-01-07","TOR",34
"3466","2006-2007","2007-01-07","WAS",33
"3467","2006-2007","2007-01-08","CHI",35
"3468","2006-2007","2007-01-08","DEN",32
"3469","2006-2007","2007-01-08","HOU",35
"3470","2006-2007","2007-01-08","LAC",35
"3471","2006-2007","2007-01-08","MIL",34
"3472","2006-2007","2007-01-08","NOH",34
"3473","2006-2007","2007-01-09","ATL",32
"3474","2006-2007","2007-01-09","BRK",34
"3475","2006-2007","2007-01-09","CLE",34
"3476","2006-2007","2007-01-09","DAL",36
"3477","2006-2007","2007-01-09","DET",32
"3478","2006-2007","2007-01-09","IND",35
"3479","2006-2007","2007-01-09","LAL",35
"3480","2006-2007","2007-01-09","MEM",36
"3481","2006-2007","2007-01-09","OKC",37
"3482","2006-2007","2007-01-09","PHI",34
"3483","2006-2007","2007-01-09","PHO",34
"3484","2006-2007","2007-01-09","POR",36
"3485","2006-2007","2007-01-09","SAC",32
"3486","2006-2007","2007-01-09","SAS",36
"3487","2006-2007","2007-01-09","TOR",35
"3488","2006-2007","2007-01-09","UTA",35
"3489","2006-2007","2007-01-10","ATL",33
"3490","2006-2007","2007-01-10","BOS",34
"3491","2006-2007","2007-01-10","CHA",33
"3492","2006-2007","2007-01-10","CHI",36
"3493","2006-2007","2007-01-10","DAL",37
"3494","2006-2007","2007-01-10","DEN",33
"3495","2006-2007","2007-01-10","DET",33
"3496","2006-2007","2007-01-10","GSW",37
"3497","2006-2007","2007-01-10","HOU",36
"3498","2006-2007","2007-01-10","IND",36
"3499","2006-2007","2007-01-10","LAC",36
"3500","2006-2007","2007-01-10","LAL",36
"3501","2006-2007","2007-01-10","MIA",34
"3502","2006-2007","2007-01-10","MIL",35
"3503","2006-2007","2007-01-10","MIN",33
"3504","2006-2007","2007-01-10","NOH",35
"3505","2006-2007","2007-01-10","NYK",37
"3506","2006-2007","2007-01-10","OKC",38
"3507","2006-2007","2007-01-10","ORL",36
"3508","2006-2007","2007-01-10","PHI",35
"3509","2006-2007","2007-01-10","POR",37
"3510","2006-2007","2007-01-10","SAS",37
"3511","2006-2007","2007-01-10","TOR",36
"3512","2006-2007","2007-01-10","WAS",34
"3513","2006-2007","2007-01-11","BRK",35
"3514","2006-2007","2007-01-11","CHI",37
"3515","2006-2007","2007-01-11","CLE",35
"3516","2006-2007","2007-01-11","PHO",35
"3517","2006-2007","2007-01-12","ATL",34
"3518","2006-2007","2007-01-12","BOS",35
"3519","2006-2007","2007-01-12","CHA",34
"3520","2006-2007","2007-01-12","DAL",38
"3521","2006-2007","2007-01-12","DEN",34
"3522","2006-2007","2007-01-12","DET",34
"3523","2006-2007","2007-01-12","GSW",38
"3524","2006-2007","2007-01-12","HOU",37
"3525","2006-2007","2007-01-12","IND",37
"3526","2006-2007","2007-01-12","LAL",37
"3527","2006-2007","2007-01-12","MEM",37
"3528","2006-2007","2007-01-12","MIA",35
"3529","2006-2007","2007-01-12","MIL",36
"3530","2006-2007","2007-01-12","MIN",34
"3531","2006-2007","2007-01-12","NOH",36
"3532","2006-2007","2007-01-12","NYK",38
"3533","2006-2007","2007-01-12","OKC",39
"3534","2006-2007","2007-01-12","ORL",37
"3535","2006-2007","2007-01-12","PHI",36
"3536","2006-2007","2007-01-12","POR",38
"3537","2006-2007","2007-01-12","SAC",33
"3538","2006-2007","2007-01-12","TOR",37
"3539","2006-2007","2007-01-12","UTA",36
"3540","2006-2007","2007-01-12","WAS",35
"3541","2006-2007","2007-01-13","BOS",36
"3542","2006-2007","2007-01-13","BRK",36
"3543","2006-2007","2007-01-13","CHA",35
"3544","2006-2007","2007-01-13","CHI",38
"3545","2006-2007","2007-01-13","CLE",36
"3546","2006-2007","2007-01-13","DET",35
"3547","2006-2007","2007-01-13","HOU",38
"3548","2006-2007","2007-01-13","LAC",37
"3549","2006-2007","2007-01-13","MEM",38
"3550","2006-2007","2007-01-13","MIA",36
"3551","2006-2007","2007-01-13","MIN",35
"3552","2006-2007","2007-01-13","ORL",38
"3553","2006-2007","2007-01-13","PHI",37
"3554","2006-2007","2007-01-13","PHO",36
"3555","2006-2007","2007-01-13","SAC",34
"3556","2006-2007","2007-01-13","SAS",38
"3557","2006-2007","2007-01-13","UTA",37
"3558","2006-2007","2007-01-13","WAS",36
"3559","2006-2007","2007-01-14","DAL",39
"3560","2006-2007","2007-01-14","DEN",35
"3561","2006-2007","2007-01-14","POR",39
"3562","2006-2007","2007-01-14","TOR",38
"3563","2006-2007","2007-01-15","ATL",35
"3564","2006-2007","2007-01-15","BOS",37
"3565","2006-2007","2007-01-15","BRK",37
"3566","2006-2007","2007-01-15","CHA",36
"3567","2006-2007","2007-01-15","CHI",39
"3568","2006-2007","2007-01-15","DET",36
"3569","2006-2007","2007-01-15","GSW",39
"3570","2006-2007","2007-01-15","IND",38
"3571","2006-2007","2007-01-15","LAC",38
"3572","2006-2007","2007-01-15","LAL",38
"3573","2006-2007","2007-01-15","MEM",39
"3574","2006-2007","2007-01-15","MIA",37
"3575","2006-2007","2007-01-15","MIL",37
"3576","2006-2007","2007-01-15","MIN",36
"3577","2006-2007","2007-01-15","NYK",39
"3578","2006-2007","2007-01-15","PHI",38
"3579","2006-2007","2007-01-15","PHO",37
"3580","2006-2007","2007-01-15","SAC",35
"3581","2006-2007","2007-01-15","SAS",39
"3582","2006-2007","2007-01-15","TOR",39
"3583","2006-2007","2007-01-15","UTA",38
"3584","2006-2007","2007-01-15","WAS",37
"3585","2006-2007","2007-01-16","CLE",37
"3586","2006-2007","2007-01-16","DAL",40
"3587","2006-2007","2007-01-16","HOU",39
"3588","2006-2007","2007-01-16","NOH",37
"3589","2006-2007","2007-01-16","OKC",40
"3590","2006-2007","2007-01-16","ORL",39
"3591","2006-2007","2007-01-17","ATL",36
"3592","2006-2007","2007-01-17","BRK",38
"3593","2006-2007","2007-01-17","CHA",37
"3594","2006-2007","2007-01-17","CHI",40
"3595","2006-2007","2007-01-17","CLE",38
"3596","2006-2007","2007-01-17","DET",37
"3597","2006-2007","2007-01-17","GSW",40
"3598","2006-2007","2007-01-17","HOU",40
"3599","2006-2007","2007-01-17","LAC",39
"3600","2006-2007","2007-01-17","LAL",39
"3601","2006-2007","2007-01-17","MEM",40
"3602","2006-2007","2007-01-17","MIL",38
"3603","2006-2007","2007-01-17","MIN",37
"3604","2006-2007","2007-01-17","NYK",40
"3605","2006-2007","2007-01-17","PHI",39
"3606","2006-2007","2007-01-17","PHO",38
"3607","2006-2007","2007-01-17","POR",40
"3608","2006-2007","2007-01-17","SAC",36
"3609","2006-2007","2007-01-17","SAS",40
"3610","2006-2007","2007-01-17","TOR",40
"3611","2006-2007","2007-01-17","UTA",39
"3612","2006-2007","2007-01-17","WAS",38
"3613","2006-2007","2007-01-18","DAL",41
"3614","2006-2007","2007-01-18","IND",39
"3615","2006-2007","2007-01-18","LAL",40
"3616","2006-2007","2007-01-18","MIA",38
"3617","2006-2007","2007-01-19","ATL",37
"3618","2006-2007","2007-01-19","BOS",38
"3619","2006-2007","2007-01-19","BRK",39
"3620","2006-2007","2007-01-19","CHA",38
"3621","2006-2007","2007-01-19","CLE",39
"3622","2006-2007","2007-01-19","DEN",36
"3623","2006-2007","2007-01-19","DET",38
"3624","2006-2007","2007-01-19","MIA",39
"3625","2006-2007","2007-01-19","MIL",39
"3626","2006-2007","2007-01-19","MIN",38
"3627","2006-2007","2007-01-19","NOH",38
"3628","2006-2007","2007-01-19","NYK",41
"3629","2006-2007","2007-01-19","OKC",41
"3630","2006-2007","2007-01-19","ORL",40
"3631","2006-2007","2007-01-19","PHI",40
"3632","2006-2007","2007-01-19","PHO",39
"3633","2006-2007","2007-01-19","POR",41
"3634","2006-2007","2007-01-19","SAC",37
"3635","2006-2007","2007-01-19","SAS",41
"3636","2006-2007","2007-01-19","TOR",41
"3637","2006-2007","2007-01-19","UTA",40
"3638","2006-2007","2007-01-19","WAS",39
"3639","2006-2007","2007-01-20","ATL",38
"3640","2006-2007","2007-01-20","BOS",39
"3641","2006-2007","2007-01-20","BRK",40
"3642","2006-2007","2007-01-20","CHA",39
"3643","2006-2007","2007-01-20","CHI",41
"3644","2006-2007","2007-01-20","CLE",40
"3645","2006-2007","2007-01-20","DEN",37
"3646","2006-2007","2007-01-20","DET",39
"3647","2006-2007","2007-01-20","GSW",41
"3648","2006-2007","2007-01-20","HOU",41
"3649","2006-2007","2007-01-20","IND",40
"3650","2006-2007","2007-01-20","LAC",40
"3651","2006-2007","2007-01-20","LAL",41
"3652","2006-2007","2007-01-20","MEM",41
"3653","2006-2007","2007-01-20","NOH",39
"3654","2006-2007","2007-01-20","NYK",42
"3655","2006-2007","2007-01-20","ORL",41
"3656","2006-2007","2007-01-20","SAC",38
"3657","2006-2007","2007-01-20","UTA",41
"3658","2006-2007","2007-01-20","WAS",40
"3659","2006-2007","2007-01-21","DAL",42
"3660","2006-2007","2007-01-21","MIA",40
"3661","2006-2007","2007-01-21","MIL",40
"3662","2006-2007","2007-01-21","MIN",39
"3663","2006-2007","2007-01-21","PHI",41
"3664","2006-2007","2007-01-21","PHO",40
"3665","2006-2007","2007-01-21","POR",42
"3666","2006-2007","2007-01-21","SAS",42
"3667","2006-2007","2007-01-22","BOS",40
"3668","2006-2007","2007-01-22","BRK",41
"3669","2006-2007","2007-01-22","CHA",40
"3670","2006-2007","2007-01-22","CHI",42
"3671","2006-2007","2007-01-22","CLE",41
"3672","2006-2007","2007-01-22","DEN",38
"3673","2006-2007","2007-01-22","GSW",42
"3674","2006-2007","2007-01-22","IND",41
"3675","2006-2007","2007-01-22","LAL",42
"3676","2006-2007","2007-01-22","MEM",42
"3677","2006-2007","2007-01-22","MIA",41
"3678","2006-2007","2007-01-22","MIN",40
"3679","2006-2007","2007-01-22","NYK",43
"3680","2006-2007","2007-01-22","ORL",42
"3681","2006-2007","2007-01-22","SAC",39
"3682","2006-2007","2007-01-22","SAS",43
"3683","2006-2007","2007-01-22","TOR",42
"3684","2006-2007","2007-01-22","UTA",42
"3685","2006-2007","2007-01-23","ATL",39
"3686","2006-2007","2007-01-23","CHI",43
"3687","2006-2007","2007-01-23","DAL",43
"3688","2006-2007","2007-01-23","DEN",39
"3689","2006-2007","2007-01-23","LAC",41
"3690","2006-2007","2007-01-23","MIL",41
"3691","2006-2007","2007-01-23","NOH",40
"3692","2006-2007","2007-01-23","OKC",42
"3693","2006-2007","2007-01-23","ORL",43
"3694","2006-2007","2007-01-23","PHI",42
"3695","2006-2007","2007-01-23","PHO",41
"3696","2006-2007","2007-01-23","WAS",41
"3697","2006-2007","2007-01-24","ATL",40
"3698","2006-2007","2007-01-24","BOS",41
"3699","2006-2007","2007-01-24","BRK",42
"3700","2006-2007","2007-01-24","CHA",41
"3701","2006-2007","2007-01-24","CLE",42
"3702","2006-2007","2007-01-24","DET",40
"3703","2006-2007","2007-01-24","GSW",43
"3704","2006-2007","2007-01-24","HOU",42
"3705","2006-2007","2007-01-24","IND",42
"3706","2006-2007","2007-01-24","MEM",43
"3707","2006-2007","2007-01-24","MIA",42
"3708","2006-2007","2007-01-24","MIL",42
"3709","2006-2007","2007-01-24","MIN",41
"3710","2006-2007","2007-01-24","NOH",41
"3711","2006-2007","2007-01-24","NYK",44
"3712","2006-2007","2007-01-24","PHI",43
"3713","2006-2007","2007-01-24","PHO",42
"3714","2006-2007","2007-01-24","POR",43
"3715","2006-2007","2007-01-24","SAC",40
"3716","2006-2007","2007-01-24","SAS",44
"3717","2006-2007","2007-01-24","TOR",43
"3718","2006-2007","2007-01-24","UTA",43
"3719","2006-2007","2007-01-25","BRK",43
"3720","2006-2007","2007-01-25","CHI",44
"3721","2006-2007","2007-01-25","DAL",44
"3722","2006-2007","2007-01-25","LAC",42
"3723","2006-2007","2007-01-26","ATL",41
"3724","2006-2007","2007-01-26","BOS",42
"3725","2006-2007","2007-01-26","CHA",42
"3726","2006-2007","2007-01-26","CLE",43
"3727","2006-2007","2007-01-26","DEN",40
"3728","2006-2007","2007-01-26","DET",41
"3729","2006-2007","2007-01-26","HOU",43
"3730","2006-2007","2007-01-26","LAL",43
"3731","2006-2007","2007-01-26","MEM",44
"3732","2006-2007","2007-01-26","MIA",43
"3733","2006-2007","2007-01-26","MIL",43
"3734","2006-2007","2007-01-26","MIN",42
"3735","2006-2007","2007-01-26","NOH",42
"3736","2006-2007","2007-01-26","NYK",45
"3737","2006-2007","2007-01-26","OKC",43
"3738","2006-2007","2007-01-26","ORL",44
"3739","2006-2007","2007-01-26","PHI",44
"3740","2006-2007","2007-01-26","PHO",43
"3741","2006-2007","2007-01-26","POR",44
"3742","2006-2007","2007-01-26","SAC",41
"3743","2006-2007","2007-01-26","SAS",45
"3744","2006-2007","2007-01-26","TOR",44
"3745","2006-2007","2007-01-26","UTA",44
"3746","2006-2007","2007-01-26","WAS",42
"3747","2006-2007","2007-01-27","ATL",42
